"Notes"	"Vaccine"	"Vaccine Code"	"Year Died"	"Year Died Code"	"Year Reported"	"Year Reported Code"	Events Reported	Percent
"Total"	"ROTAVIRUS (ROTATEQ)"	"1096"	"2012"	"2012"			29	0.01%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"2013"	"2013"	"2013"	"2013"	16	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"2013"	"2013"	"2014"	"2014"	2	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"2013"	"2013"	"Unknown Date"	"9999"	1	0.00%
"Total"	"ROTAVIRUS (ROTATEQ)"	"1096"	"2013"	"2013"			19	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"2014"	"2014"	"2014"	"2014"	10	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"2014"	"2014"	"2015"	"2015"	2	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"2014"	"2014"	"2016"	"2016"	2	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"2014"	"2014"	"Unknown Date"	"9999"	1	0.00%
"Total"	"ROTAVIRUS (ROTATEQ)"	"1096"	"2014"	"2014"			15	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"2015"	"2015"	"2015"	"2015"	20	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"2015"	"2015"	"2016"	"2016"	3	0.00%
"Total"	"ROTAVIRUS (ROTATEQ)"	"1096"	"2015"	"2015"			23	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"2016"	"2016"	"2016"	"2016"	12	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"2016"	"2016"	"2017"	"2017"	1	0.00%
"Total"	"ROTAVIRUS (ROTATEQ)"	"1096"	"2016"	"2016"			13	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"2017"	"2017"	"2017"	"2017"	8	0.00%
"Total"	"ROTAVIRUS (ROTATEQ)"	"1096"	"2017"	"2017"			8	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"Unknown Date"	"9999"	"2007"	"2007"	2	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"Unknown Date"	"9999"	"2008"	"2008"	1	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"Unknown Date"	"9999"	"2010"	"2010"	1	0.00%
"Total"	"ROTAVIRUS (ROTATEQ)"	"1096"	"Unknown Date"	"9999"			4	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"	"2002"	"2002"	1	0.00%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"	"2006"	"2006"	424	0.08%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"	"2007"	"2007"	1740	0.32%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"	"2008"	"2008"	1606	0.30%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"	"2009"	"2009"	796	0.15%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"	"2010"	"2010"	843	0.16%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"	"2011"	"2011"	813	0.15%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"	"2012"	"2012"	853	0.16%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"	"2013"	"2013"	785	0.15%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"	"2014"	"2014"	1247	0.23%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"	"2015"	"2015"	2117	0.39%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"	"2016"	"2016"	2319	0.43%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"	"2017"	"2017"	406	0.08%
	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"	"Unknown Date"	"9999"	241	0.04%
"Total"	"ROTAVIRUS (ROTATEQ)"	"1096"	"No Death"	"9998"			14191	2.62%
"Total"	"ROTAVIRUS (ROTATEQ)"	"1096"					14499	2.68%
	"RUBELLA (MERUVAX I)"	"1022"	"No Death"	"9998"	"2001"	"2001"	1	0.00%
	"RUBELLA (MERUVAX I)"	"1022"	"No Death"	"9998"	"2007"	"2007"	1	0.00%
"Total"	"RUBELLA (MERUVAX I)"	"1022"	"No Death"	"9998"			2	0.00%
"Total"	"RUBELLA (MERUVAX I)"	"1022"					2	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"1990"	"1990"	4	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"1991"	"1991"	35	0.01%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"1992"	"1992"	35	0.01%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"1993"	"1993"	21	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"1994"	"1994"	18	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"1995"	"1995"	16	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"1996"	"1996"	23	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"1997"	"1997"	16	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"1998"	"1998"	47	0.01%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"1999"	"1999"	43	0.01%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2000"	"2000"	30	0.01%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2001"	"2001"	33	0.01%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2002"	"2002"	33	0.01%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2003"	"2003"	27	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2004"	"2004"	18	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2005"	"2005"	16	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2006"	"2006"	17	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2007"	"2007"	17	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2008"	"2008"	9	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2009"	"2009"	22	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2010"	"2010"	15	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2011"	"2011"	6	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2012"	"2012"	1	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2014"	"2014"	4	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2015"	"2015"	4	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"2016"	"2016"	5	0.00%
	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"	"Unknown Date"	"9999"	293	0.05%
"Total"	"RUBELLA (MERUVAX II)"	"32"	"No Death"	"9998"			808	0.15%
"Total"	"RUBELLA (MERUVAX II)"	"32"					808	0.15%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"1991"	"1991"	1	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"1992"	"1992"	3	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"1993"	"1993"	4	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"1994"	"1994"	1	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"1995"	"1995"	2	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"1996"	"1996"	3	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"1998"	"1998"	2	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"1999"	"1999"	3	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"2000"	"2000"	2	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"2001"	"2001"	4	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"2003"	"2003"	4	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"2005"	"2005"	3	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"2007"	"2007"	3	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"2008"	"2008"	4	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"2009"	"2009"	3	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"2010"	"2010"	2	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"2011"	"2011"	4	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"2012"	"2012"	1	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"2013"	"2013"	1	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"2015"	"2015"	1	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"2016"	"2016"	3	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"2017"	"2017"	2	0.00%
	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"	"Unknown Date"	"9999"	13	0.00%
"Total"	"RUBELLA (NO BRAND NAME)"	"67"	"No Death"	"9998"			69	0.01%
"Total"	"RUBELLA (NO BRAND NAME)"	"67"					69	0.01%
	"RUBELLA (RUDIVAX)"	"1076"	"No Death"	"9998"	"2003"	"2003"	1	0.00%
	"RUBELLA (RUDIVAX)"	"1076"	"No Death"	"9998"	"2004"	"2004"	1	0.00%
	"RUBELLA (RUDIVAX)"	"1076"	"No Death"	"9998"	"2014"	"2014"	1	0.00%
	"RUBELLA (RUDIVAX)"	"1076"	"No Death"	"9998"	"2016"	"2016"	1	0.00%
"Total"	"RUBELLA (RUDIVAX)"	"1076"	"No Death"	"9998"			4	0.00%
"Total"	"RUBELLA (RUDIVAX)"	"1076"					4	0.00%
	"SMALLPOX (ACAM2000)"	"1122"	"2011"	"2011"	"2011"	"2011"	1	0.00%
"Total"	"SMALLPOX (ACAM2000)"	"1122"	"2011"	"2011"			1	0.00%
	"SMALLPOX (ACAM2000)"	"1122"	"2014"	"2014"	"2014"	"2014"	1	0.00%
"Total"	"SMALLPOX (ACAM2000)"	"1122"	"2014"	"2014"			1	0.00%
	"SMALLPOX (ACAM2000)"	"1122"	"2016"	"2016"	"2016"	"2016"	1	0.00%
"Total"	"SMALLPOX (ACAM2000)"	"1122"	"2016"	"2016"			1	0.00%
	"SMALLPOX (ACAM2000)"	"1122"	"No Death"	"9998"	"2005"	"2005"	1	0.00%
	"SMALLPOX (ACAM2000)"	"1122"	"No Death"	"9998"	"2008"	"2008"	132	0.02%
	"SMALLPOX (ACAM2000)"	"1122"	"No Death"	"9998"	"2009"	"2009"	176	0.03%
	"SMALLPOX (ACAM2000)"	"1122"	"No Death"	"9998"	"2010"	"2010"	184	0.03%
	"SMALLPOX (ACAM2000)"	"1122"	"No Death"	"9998"	"2011"	"2011"	222	0.04%
	"SMALLPOX (ACAM2000)"	"1122"	"No Death"	"9998"	"2012"	"2012"	280	0.05%
	"SMALLPOX (ACAM2000)"	"1122"	"No Death"	"9998"	"2013"	"2013"	243	0.04%
	"SMALLPOX (ACAM2000)"	"1122"	"No Death"	"9998"	"2014"	"2014"	130	0.02%
	"SMALLPOX (ACAM2000)"	"1122"	"No Death"	"9998"	"2015"	"2015"	61	0.01%
	"SMALLPOX (ACAM2000)"	"1122"	"No Death"	"9998"	"2016"	"2016"	55	0.01%
	"SMALLPOX (ACAM2000)"	"1122"	"No Death"	"9998"	"2017"	"2017"	48	0.01%
	"SMALLPOX (ACAM2000)"	"1122"	"No Death"	"9998"	"Unknown Date"	"9999"	17	0.00%
"Total"	"SMALLPOX (ACAM2000)"	"1122"	"No Death"	"9998"			1549	0.29%
"Total"	"SMALLPOX (ACAM2000)"	"1122"					1552	0.29%
	"SMALLPOX (DRYVAX)"	"47"	"2003"	"2003"	"2003"	"2003"	8	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"2003"	"2003"	"2004"	"2004"	1	0.00%
"Total"	"SMALLPOX (DRYVAX)"	"47"	"2003"	"2003"			9	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"2004"	"2004"	"2004"	"2004"	1	0.00%
"Total"	"SMALLPOX (DRYVAX)"	"47"	"2004"	"2004"			1	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"2005"	"2005"	"2006"	"2006"	1	0.00%
"Total"	"SMALLPOX (DRYVAX)"	"47"	"2005"	"2005"			1	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"2007"	"2007"	"2007"	"2007"	1	0.00%
"Total"	"SMALLPOX (DRYVAX)"	"47"	"2007"	"2007"			1	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"Unknown Date"	"9999"	"Unknown Date"	"9999"	1	0.00%
"Total"	"SMALLPOX (DRYVAX)"	"47"	"Unknown Date"	"9999"			1	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"1955"	"1955"	1	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"1990"	"1990"	1	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"1992"	"1992"	1	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2000"	"2000"	1	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2001"	"2001"	23	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2002"	"2002"	43	0.01%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2003"	"2003"	1881	0.35%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2004"	"2004"	421	0.08%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2005"	"2005"	259	0.05%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2006"	"2006"	281	0.05%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2007"	"2007"	219	0.04%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2008"	"2008"	66	0.01%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2009"	"2009"	12	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2010"	"2010"	5	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2011"	"2011"	3	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2012"	"2012"	7	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2013"	"2013"	4	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2014"	"2014"	2	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"2017"	"2017"	1	0.00%
	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"	"Unknown Date"	"9999"	112	0.02%
"Total"	"SMALLPOX (DRYVAX)"	"47"	"No Death"	"9998"			3343	0.62%
"Total"	"SMALLPOX (DRYVAX)"	"47"					3356	0.62%
	"SMALLPOX (NO BRAND NAME)"	"10"	"2008"	"2008"	"2008"	"2008"	1	0.00%
"Total"	"SMALLPOX (NO BRAND NAME)"	"10"	"2008"	"2008"			1	0.00%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"1999"	"1999"	3	0.00%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2001"	"2001"	1	0.00%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2002"	"2002"	3	0.00%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2003"	"2003"	2	0.00%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2004"	"2004"	1	0.00%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2005"	"2005"	4	0.00%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2006"	"2006"	3	0.00%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2007"	"2007"	46	0.01%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2008"	"2008"	116	0.02%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2009"	"2009"	70	0.01%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2010"	"2010"	46	0.01%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2011"	"2011"	55	0.01%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2012"	"2012"	48	0.01%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2013"	"2013"	26	0.00%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2014"	"2014"	17	0.00%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2015"	"2015"	8	0.00%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2016"	"2016"	12	0.00%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"2017"	"2017"	5	0.00%
	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"	"Unknown Date"	"9999"	18	0.00%
"Total"	"SMALLPOX (NO BRAND NAME)"	"10"	"No Death"	"9998"			484	0.09%
"Total"	"SMALLPOX (NO BRAND NAME)"	"10"					485	0.09%
	"SUMMER/SPRING ENCEPH (NO BRAND NAME)"	"910"	"No Death"	"9998"	"2010"	"2010"	2	0.00%
	"SUMMER/SPRING ENCEPH (NO BRAND NAME)"	"910"	"No Death"	"9998"	"2016"	"2016"	2	0.00%
"Total"	"SUMMER/SPRING ENCEPH (NO BRAND NAME)"	"910"	"No Death"	"9998"			4	0.00%
"Total"	"SUMMER/SPRING ENCEPH (NO BRAND NAME)"	"910"					4	0.00%
	"TDAP (ADACEL)"	"1092"	"2005"	"2005"	"2005"	"2005"	1	0.00%
"Total"	"TDAP (ADACEL)"	"1092"	"2005"	"2005"			1	0.00%
	"TDAP (ADACEL)"	"1092"	"2006"	"2006"	"2006"	"2006"	1	0.00%
"Total"	"TDAP (ADACEL)"	"1092"	"2006"	"2006"			1	0.00%
	"TDAP (ADACEL)"	"1092"	"2007"	"2007"	"2007"	"2007"	2	0.00%
"Total"	"TDAP (ADACEL)"	"1092"	"2007"	"2007"			2	0.00%
	"TDAP (ADACEL)"	"1092"	"2008"	"2008"	"2008"	"2008"	6	0.00%
"Total"	"TDAP (ADACEL)"	"1092"	"2008"	"2008"			6	0.00%
	"TDAP (ADACEL)"	"1092"	"2009"	"2009"	"2008"	"2008"	1	0.00%
	"TDAP (ADACEL)"	"1092"	"2009"	"2009"	"2009"	"2009"	4	0.00%
	"TDAP (ADACEL)"	"1092"	"2009"	"2009"	"2010"	"2010"	1	0.00%
"Total"	"TDAP (ADACEL)"	"1092"	"2009"	"2009"			6	0.00%
	"TDAP (ADACEL)"	"1092"	"2010"	"2010"	"2010"	"2010"	3	0.00%
	"TDAP (ADACEL)"	"1092"	"2010"	"2010"	"2011"	"2011"	1	0.00%
"Total"	"TDAP (ADACEL)"	"1092"	"2010"	"2010"			4	0.00%
	"TDAP (ADACEL)"	"1092"	"2012"	"2012"	"2012"	"2012"	3	0.00%
"Total"	"TDAP (ADACEL)"	"1092"	"2012"	"2012"			3	0.00%
	"TDAP (ADACEL)"	"1092"	"2013"	"2013"	"2013"	"2013"	2	0.00%
"Total"	"TDAP (ADACEL)"	"1092"	"2013"	"2013"			2	0.00%
	"TDAP (ADACEL)"	"1092"	"2014"	"2014"	"2014"	"2014"	4	0.00%
"Total"	"TDAP (ADACEL)"	"1092"	"2014"	"2014"			4	0.00%
	"TDAP (ADACEL)"	"1092"	"2016"	"2016"	"2016"	"2016"	1	0.00%
"Total"	"TDAP (ADACEL)"	"1092"	"2016"	"2016"			1	0.00%
	"TDAP (ADACEL)"	"1092"	"Unknown Date"	"9999"	"2006"	"2006"	1	0.00%
	"TDAP (ADACEL)"	"1092"	"Unknown Date"	"9999"	"2011"	"2011"	2	0.00%
"Total"	"TDAP (ADACEL)"	"1092"	"Unknown Date"	"9999"			3	0.00%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"2004"	"2004"	1	0.00%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"2005"	"2005"	66	0.01%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"2006"	"2006"	955	0.18%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"2007"	"2007"	1784	0.33%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"2008"	"2008"	2026	0.37%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"2009"	"2009"	1808	0.33%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"2010"	"2010"	2105	0.39%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"2011"	"2011"	2032	0.38%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"2012"	"2012"	1754	0.32%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"2013"	"2013"	1215	0.22%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"2014"	"2014"	1439	0.27%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"2015"	"2015"	1193	0.22%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"2016"	"2016"	1166	0.22%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"2017"	"2017"	226	0.04%
	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"	"Unknown Date"	"9999"	611	0.11%
"Total"	"TDAP (ADACEL)"	"1092"	"No Death"	"9998"			18381	3.40%
"Total"	"TDAP (ADACEL)"	"1092"					18414	3.40%
	"TDAP (BOOSTRIX)"	"1091"	"2009"	"2009"	"2009"	"2009"	2	0.00%
"Total"	"TDAP (BOOSTRIX)"	"1091"	"2009"	"2009"			2	0.00%
	"TDAP (BOOSTRIX)"	"1091"	"2010"	"2010"	"2010"	"2010"	1	0.00%
"Total"	"TDAP (BOOSTRIX)"	"1091"	"2010"	"2010"			1	0.00%
	"TDAP (BOOSTRIX)"	"1091"	"2011"	"2011"	"2011"	"2011"	2	0.00%
"Total"	"TDAP (BOOSTRIX)"	"1091"	"2011"	"2011"			2	0.00%
	"TDAP (BOOSTRIX)"	"1091"	"2012"	"2012"	"2012"	"2012"	3	0.00%
	"TDAP (BOOSTRIX)"	"1091"	"2012"	"2012"	"2013"	"2013"	1	0.00%
"Total"	"TDAP (BOOSTRIX)"	"1091"	"2012"	"2012"			4	0.00%
	"TDAP (BOOSTRIX)"	"1091"	"2015"	"2015"	"2015"	"2015"	2	0.00%
	"TDAP (BOOSTRIX)"	"1091"	"2015"	"2015"	"2016"	"2016"	1	0.00%
"Total"	"TDAP (BOOSTRIX)"	"1091"	"2015"	"2015"			3	0.00%
	"TDAP (BOOSTRIX)"	"1091"	"2016"	"2016"	"2016"	"2016"	1	0.00%
"Total"	"TDAP (BOOSTRIX)"	"1091"	"2016"	"2016"			1	0.00%
	"TDAP (BOOSTRIX)"	"1091"	"2017"	"2017"	"2017"	"2017"	1	0.00%
"Total"	"TDAP (BOOSTRIX)"	"1091"	"2017"	"2017"			1	0.00%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"2002"	"2002"	1	0.00%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"2005"	"2005"	36	0.01%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"2006"	"2006"	211	0.04%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"2007"	"2007"	494	0.09%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"2008"	"2008"	558	0.10%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"2009"	"2009"	595	0.11%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"2010"	"2010"	773	0.14%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"2011"	"2011"	847	0.16%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"2012"	"2012"	1017	0.19%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"2013"	"2013"	905	0.17%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"2014"	"2014"	979	0.18%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"2015"	"2015"	965	0.18%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"2016"	"2016"	1077	0.20%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"2017"	"2017"	205	0.04%
	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"	"Unknown Date"	"9999"	265	0.05%
"Total"	"TDAP (BOOSTRIX)"	"1091"	"No Death"	"9998"			8928	1.65%
"Total"	"TDAP (BOOSTRIX)"	"1091"					8942	1.65%
	"TDAP (NO BRAND NAME)"	"1104"	"Unknown Date"	"9999"	"2011"	"2011"	1	0.00%
	"TDAP (NO BRAND NAME)"	"1104"	"Unknown Date"	"9999"	"2013"	"2013"	2	0.00%
	"TDAP (NO BRAND NAME)"	"1104"	"Unknown Date"	"9999"	"2015"	"2015"	1	0.00%
	"TDAP (NO BRAND NAME)"	"1104"	"Unknown Date"	"9999"	"2016"	"2016"	1	0.00%
"Total"	"TDAP (NO BRAND NAME)"	"1104"	"Unknown Date"	"9999"			5	0.00%
	"TDAP (NO BRAND NAME)"	"1104"	"No Death"	"9998"	"2006"	"2006"	3	0.00%
	"TDAP (NO BRAND NAME)"	"1104"	"No Death"	"9998"	"2007"	"2007"	115	0.02%
	"TDAP (NO BRAND NAME)"	"1104"	"No Death"	"9998"	"2008"	"2008"	153	0.03%
	"TDAP (NO BRAND NAME)"	"1104"	"No Death"	"9998"	"2009"	"2009"	119	0.02%
	"TDAP (NO BRAND NAME)"	"1104"	"No Death"	"9998"	"2010"	"2010"	218	0.04%
	"TDAP (NO BRAND NAME)"	"1104"	"No Death"	"9998"	"2011"	"2011"	239	0.04%
	"TDAP (NO BRAND NAME)"	"1104"	"No Death"	"9998"	"2012"	"2012"	221	0.04%
	"TDAP (NO BRAND NAME)"	"1104"	"No Death"	"9998"	"2013"	"2013"	196	0.04%
	"TDAP (NO BRAND NAME)"	"1104"	"No Death"	"9998"	"2014"	"2014"	207	0.04%
	"TDAP (NO BRAND NAME)"	"1104"	"No Death"	"9998"	"2015"	"2015"	277	0.05%
	"TDAP (NO BRAND NAME)"	"1104"	"No Death"	"9998"	"2016"	"2016"	300	0.06%
	"TDAP (NO BRAND NAME)"	"1104"	"No Death"	"9998"	"2017"	"2017"	55	0.01%
	"TDAP (NO BRAND NAME)"	"1104"	"No Death"	"9998"	"Unknown Date"	"9999"	42	0.01%
